 date value 
 2024-03-20 0.0004029778 
 2024-03-21 5.205655e-06 
 2024-03-22 0.0002102436 
 2024-03-23 0.002225957 
 2024-03-24 0.00203083 
 2024-03-25 0.016867 
 2024-03-26 0.001667337 
 2024-03-27 0.01705269 
 2024-03-28 0.008488094 
 2024-03-29 0.002808602 
 2024-03-30 0.002320222 
 2024-03-31 0.006969249 
 2024-04-01 0.002074537 
 2024-04-02 0.006098383 
 2024-04-03 0.003142651 
 2024-04-04 0.006844299 
 2024-04-05 0.003283385 
 2024-04-06 0.002720297 
 2024-04-07 0.002491349 
 2024-04-08 0.00235483 
 2024-04-09 0.005393993 
 2024-04-10 0.001846465 
 2024-04-11 5.238263e-05 
 2024-04-12 1.458165e-09 
 2024-04-13 1.903319e-05 
 2024-04-14 1.439867e-05 
 2024-04-15 0.001691906 
 2024-04-16 0.0006003829 
 2024-04-17 0.001867005 
 2024-04-18 9.496307e-08 
 2024-04-19 0.0001204867 
 2024-04-20        0 
 2024-04-21        0 
 2024-04-22 0.00277311 
 2024-04-23 0.001068823 
 2024-04-24 0.0006973236 
 2024-04-25 0.002425985 
 2024-04-26 0.007624657 
 2024-04-27 0.002812726 
 2024-04-28 0.001851159 
 2024-04-29 0.00267941 
 2024-04-30 0.01144203 
 2024-05-01 0.004707022 
 2024-05-02 0.01570239 
 2024-05-03 0.0007743468 
 2024-05-04 1.068398e-05 
 2024-05-05 0.003730584 
 2024-05-06 0.001232832 
 2024-05-07 0.000292537 
 2024-05-08 3.262903e-06 
 2024-05-09 1.849841e-05 
 2024-05-10        0 
 2024-05-11        0 
 2024-05-12 0.0002468347 
 2024-05-13 0.01406213 
 2024-05-14 0.001726883 
 2024-05-15 0.003744118 
 2024-05-16 0.00479264 
 2024-05-17 0.0003009698 
 2024-05-18 0.003840419 
 2024-05-19 0.0003061822 
 2024-05-20 1.94325e-05 
 2024-05-21 0.009693417 
 2024-05-22 0.004454642 
 2024-05-23 6.927986e-05 
 2024-05-24 0.00165158 
 2024-05-25 0.004062375 
 2024-05-26 0.005243731 
 2024-05-27 0.004236864 
 2024-05-28 0.003329373 
 2024-05-29 0.0003797635 
 2024-05-30 0.0006993458 
 2024-05-31 0.0003951397 
 2024-06-01 0.0001980097 
 2024-06-02        0 
 2024-06-03 0.0005234596 
 2024-06-04 0.0001906626 
 2024-06-05 7.567809e-05 
 2024-06-06 0.0002212284 
 2024-06-07 0.0004480236 
 2024-06-08 0.0003140585 
 2024-06-09 2.393281e-05 
 2024-06-10 0.0003604045 
 2024-06-11 0.0001881839 
 2024-06-12 5.306756e-05 
 2024-06-13 0.003895485 
