 date value 
 2024-06-14 0.006281521 
 2024-06-15 0.003728419 
 2024-06-16 0.000878753 
 2024-06-17 0.0001572871 
 2024-06-18 0.0002688348 
 2024-06-19 0.0001654811 
 2024-06-20        0 
 2024-06-21 0.001739441 
 2024-06-22 0.0001413719 
 2024-06-23 0.0004345439 
 2024-06-24 0.0002262388 
 2024-06-25 6.107322e-06 
 2024-06-26 4.967588e-05 
 2024-06-27 4.028418e-05 
 2024-06-28 4.082318e-05 
 2024-06-29 7.068365e-06 
 2024-06-30 0.0001515622 
 2024-07-01 0.0009653172 
 2024-07-02 1.46501e-05 
 2024-07-03 0.0004631391 
 2024-07-04 0.0005453709 
 2024-07-05 0.01304124 
 2024-07-06 0.00710808 
 2024-07-07 0.004964104 
 2024-07-08 0.02095622 
 2024-07-09 0.003108418 
 2024-07-10 0.0002486338 
 2024-07-11 0.0001049223 
 2024-07-12 0.00526093 
 2024-07-13 0.002114035 
 2024-07-14 0.0002851287 
 2024-07-15 0.01675032 
 2024-07-16 0.0008175914 
 2024-07-17 5.663268e-05 
 2024-07-18 0.0002189118 
 2024-07-19 6.360494e-05 
 2024-07-20 0.00688147 
 2024-07-21 6.294032e-05 
 2024-07-22 0.0005804973 
 2024-07-23 0.0005632211 
 2024-07-24 0.002172529 
 2024-07-25 0.0009702911 
 2024-07-26 0.0009131145 
 2024-07-27 0.0007997792 
 2024-07-28 5.338226e-06 
 2024-07-29        0 
 2024-07-30        0 
 2024-07-31 0.0002856276 
 2024-08-01 0.0003995617 
 2024-08-02 0.0002493173 
 2024-08-03 0.0001113625 
 2024-08-04 1.215137e-08 
 2024-08-05 0.001327877 
 2024-08-06 0.001989035 
 2024-08-07 0.0008101712 
 2024-08-08 0.001459847 
 2024-08-09 4.814904e-05 
 2024-08-10 0.0001260195 
 2024-08-11 0.0001578807 
 2024-08-12 2.861025e-05 
 2024-08-13 0.001322533 
 2024-08-14 0.0002555879 
 2024-08-15 0.0002865951 
 2024-08-16 2.291244e-06 
 2024-08-17 9.601821e-05 
 2024-08-18 9.247482e-05 
 2024-08-19 0.003287379 
 2024-08-20 0.0002959881 
 2024-08-21 5.177182e-05 
 2024-08-22 0.0007339142 
 2024-08-23 0.001687449 
 2024-08-24 0.014217 
 2024-08-25 0.0004711764 
 2024-08-26 7.319594e-05 
 2024-08-27 0.000152315 
 2024-08-28 0.001370846 
 2024-08-29 6.100517e-06 
 2024-08-30 1.94422e-09 
 2024-08-31 1.116377e-05 
 2024-09-01 0.009780874 
 2024-09-02 0.004812477 
 2024-09-03 0.0001437278 
 2024-09-04 0.0003814718 
 2024-09-05 0.02588507 
 2024-09-06 0.007286032 
 2024-09-07 0.01141266 
 2024-09-08 0.005359882 
 2024-09-09 1.916093e-05 
 2024-09-10 0.0004975987 
 2024-09-11 0.0002656176 
 2024-09-12 0.0007549314 
 2024-09-13 2.259859e-05 
 2024-09-14        0 
 2024-09-15 0.0001477663 
 2024-09-16 0.0005838958 
 2024-09-17        0 
 2024-09-18 8.645438e-07 
 2024-09-19 1.867232e-06 
 2024-09-20 0.00616548 
 2024-09-21 0.003930987 
 2024-09-22 0.0118774 
 2024-09-23 0.00801502 
 2024-09-24 0.0003260768 
 2024-09-25 0.01709921 
 2024-09-26 0.009814889 
 2024-09-27 0.009171424 
 2024-09-28 0.0001139026 
 2024-09-29 0.01681782 
 2024-09-30 0.0002105755 
 2024-10-01 0.0001764822 
 2024-10-02 0.0005204198 
 2024-10-03 6.740098e-05 
 2024-10-04 0.0001827762 
 2024-10-05 0.002829124 
 2024-10-06 0.006470861 
 2024-10-07 0.006625755 
 2024-10-08 0.01181355 
 2024-10-09 0.0004274032 
 2024-10-10 0.001278711 
 2024-10-11 0.0001273329 
 2024-10-12 0.0002554608 
 2024-10-13 0.008206636 
 2024-10-14 0.008045773 
 2024-10-15 0.009598461 
 2024-10-16 0.01657566 
 2024-10-17 9.865309e-05 
 2024-10-18 0.002448758 
 2024-10-19 0.007823113 
 2024-10-20 0.008350484 
 2024-10-21 0.0002117077 
 2024-10-22 0.001339573 
 2024-10-23 3.427108e-05 
 2024-10-24 0.004475365 
 2024-10-25 0.007870463 
 2024-10-26 4.757876e-07 
 2024-10-27 0.0009161168 
 2024-10-28 0.001473343 
 2024-10-29 0.000413331 
 2024-10-30 7.759324e-05 
 2024-10-31 3.287728e-05 
 2024-11-01 7.454825e-05 
 2024-11-02 0.0003502682 
 2024-11-03 0.000429357 
 2024-11-04 0.0001279614 
 2024-11-05 0.0001482499 
 2024-11-06 0.0001265617 
 2024-11-07 0.0001019788 
 2024-11-08 0.0004371883 
 2024-11-09 0.0001445546 
 2024-11-10 0.0003936074 
 2024-11-11 1.475081e-05 
 2024-11-12 3.888438e-09 
 2024-11-13 2.387179e-06 
 2024-11-14 0.000338209 
 2024-11-15 8.409281e-06 
 2024-11-16 0.0002747362 
 2024-11-17 0.0006915093 
 2024-11-18 0.009303151 
 2024-11-19 0.002231578 
 2024-11-20 2.470014e-05 
 2024-11-21 0.01216191 
 2024-11-22 0.0002760082 
 2024-11-23 0.02085021 
 2024-11-24 0.02580013 
 2024-11-25 4.30967e-05 
 2024-11-26 0.01272691 
 2024-11-27 0.002511436 
 2024-11-28 0.0004934613 
 2024-11-29 0.001372431 
 2024-11-30 0.001130652 
 2024-12-01 0.007980644 
 2024-12-02 0.0005714053 
 2024-12-03 3.84207e-06 
 2024-12-04 0.003645823 
 2024-12-05 0.005623666 
 2024-12-06 0.001711801 
 2024-12-07 0.002512332 
 2024-12-08 0.0001503606 
 2024-12-09 6.084334e-05 
 2024-12-10 0.0001416424 
 2024-12-11 0.0001910445 
 2024-12-12 0.0001211585 
 2024-12-13 0.001348912 
 2024-12-14 0.0004814312 
 2024-12-15 8.114123e-05 
 2024-12-16 8.120618e-05 
 2024-12-17 0.001883574 
 2024-12-18 0.009380236 
 2024-12-19 0.001721692 
 2024-12-20 0.002426468 
 2024-12-21 0.001527815 
 2024-12-22 0.001655365 
 2024-12-23 0.0001566237 
 2024-12-24 7.171569e-05 
 2024-12-25 0.0001129993 
 2024-12-26 0.0001313856 
 2024-12-27 0.0001048764 
 2024-12-28 0.0003036657 
 2024-12-29 2.873313e-05 
 2024-12-30 6.605177e-05 
 2024-12-31 9.043237e-05 
